loja,categoria,nome,descricao,preco,imagem
Chocolatria,Sobremesas,Ophélia [unidade],"Brioche fofinho de Earl Grey (chá preto aromatizado com óleo de bergamota), recheado com cremoso de coco e filete de dulce de leche.",16.9,https://www.goomer.app/webmenu/chocolatria-1/product/1368859/picture/medium/250121135041
Chocolatria,Sobremesas,Banana pudding,"Creme leve e equilibrado de baunilha, bananas carameladas e bolachas quebradas.",20.9,https://www.goomer.app/webmenu/chocolatria-1/product/1371363/picture/medium/250606190022
Chocolatria,Kids!ヽ(•‿•)ノ,Canudinhos Dragée,"Dupla de canudos de wafer ulta crocantes, banhado no chocolate ao leite com dragee coloridos",20.9,https://www.goomer.app/webmenu/chocolatria-1/product/1384081/picture/medium/250116151303
Chocolatria,Kids!ヽ(•‿•)ノ,Coração dragée,A criançada pira! Pirulito de chocolate belga  ao leite revestido com dragées coloridos.,26.0,https://www.goomer.app/webmenu/chocolatria-1/product/1398965/picture/medium/250422190845
Chocolatria,Festa à vista? Encomende aqui o seu bolo!,"""O"" Favo de mel [inteiro]","Delicioso bolo de mel com especiarias, servido com mel Mbee.",230.0,https://www.goomer.app/webmenu/chocolatria-1/product/4538330/picture/medium/250110195200
Chocolatria,Festa à vista? Encomende aqui o seu bolo!,"""O"" bolo incrível de frutas [inteiro]","Bolo muito saboroso, úmido e saudável de frutas. Sem farinha, nem açúcar adicionado.
Feito com flocos de aveia, maçã, banana, tâmara, damasco, uva passa, ameixa e nozes. Rende 14 fatias",259.0,https://www.goomer.app/webmenu/chocolatria-1/product/4538268/picture/medium/250110195210
Chocolatria,Festa à vista? Encomende aqui o seu bolo!,Mini bolo - 11 cm de diâmetro,"BOLO TROVÃO
Untuosa massa de chocolate recheada com o nosso equilibrado brigadeiro cremoso. 

BOLO RED VELVET
Bolo veludo vermelho recheado com creme leve de cream cheese

BOLO ACONCHEGO
Massa fofinha e úmida recheada com compota artesanal de abacaxi e creme leve de coco

BOLO BOSQUE MATCHÁ
Massa de matchá (chá verde) recheado com creme leve de cream cheese com toque limão e  cerejas",149.0,https://www.goomer.app/webmenu/chocolatria-1/product/2765683/picture/medium/250110195754
Chocolatria,Festa à vista? Encomende aqui o seu bolo!,Bolo 12 fatias - 15cm diâmetro,BOLO TROVÃO Untuosa massa de chocolate recheada com o nosso equilibrado brigadeiro cremoso. BOLO RED VELVET Bolo veludo vermelho recheado com creme leve de cream cheese BOLO ACONCHEGO Massa fofinha e úmida recheada com compota artesanal de abacaxi e creme leve de coco BOLO BOSQUE MATCHÁ Massa de matchá (chá verde) recheado com creme leve de cream cheese com toque limão e cerejas,295.0,https://www.goomer.app/webmenu/chocolatria-1/product/2765920/picture/medium/250110195827
Chocolatria,Festa à vista? Encomende aqui o seu bolo!,Bolo 18 fatias - 20 cm de diâmetro,BOLO TROVÃO Untuosa massa de chocolate recheada com o nosso equilibrado brigadeiro cremoso. BOLO RED VELVET Bolo veludo vermelho recheado com creme leve de cream cheese BOLO ACONCHEGO Massa fofinha e úmida recheada com compota artesanal de abacaxi e creme leve de coco BOLO BOSQUE MATCHÁ Massa de matchá (chá verde) recheado com creme leve de cream cheese com toque limão e cerejas,390.0,https://www.goomer.app/webmenu/chocolatria-1/product/2765990/picture/medium/250528170502
Chocolatria,Festa à vista? Encomende aqui o seu bolo!,Bolo 2 sabores :D,"Escolha 2 sabores do seu bolo preferido!!
Trovão de brigadeiro
Red Velvet
Bosque Matchá
Bolo Aconchego",159.0,https://www.goomer.app/webmenu/chocolatria-1/product/2766049/picture/medium/250528191519
Chocolatria,Congelados,"Pacote congelado d""O"" pão de queijo","O queridinho do café, ganhou uma versão especial! Embalagem com 12 deliciosos pães de queijo congelados para você assar no conforto do seu lar.",106.9,https://www.goomer.app/webmenu/chocolatria-1/product/11278454/picture/medium/250515171302
Chocolatria,Congelados,"Pacote congelado d""O"" pão de queijo com pernil","O nosso amado pão de queijo, recheado com o pernil da casa, para você assar quando quiser na sua casa. O pernil é cozido por 16h em baixa temperatura e preparado com os temperos especiais da casa e muito amor!",88.0,https://www.goomer.app/webmenu/chocolatria-1/product/11278455/picture/medium/250515171300
Chocolatria,Congelados,Pacote congelado de mini Joelhinhos de Calabresa,"O clássico Joelhinho de Calabresa Chocolatria em formato miniatura para servir como lanchinho ou para suas visitas! Pack com 6 unidades assadas e congeladas! Após descongelamento, aqueça no forno, forninho ou Airfryer!",55.4,https://www.goomer.app/webmenu/chocolatria-1/product/11278456/picture/medium/250515171258
Chocolatria,Congelados,Pacote congelado de mini Tapenade de azeitonas,"O adorado Tapenade de azeitonas Chocolatria em formato miniatura para servir como lanchinho ou para suas visitas! Pack com 6 unidades assadas e congeladas! Após descongelamento, aqueça no forno, forninho ou Airfryer!",55.4,https://www.goomer.app/webmenu/chocolatria-1/product/11278458/picture/medium/250430173010
Chocolatria,CESTAS E PRESENTES CH ♥ ,Entregas!,"♥ Pedimos a gentileza de certificar se a portaria recebe alimentos ou se a pessoa estará no local para recebimento, nosso entregador poderá aguardar até 10 minutos no local para que não interfira nas outras entregas. Caso haja necessidade de uma segunda viagem, incidirá novo frete",0.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782907/picture/medium/240513221426
Chocolatria,CESTAS E PRESENTES CH ♥ ,Caneca Chocolatria,"Linda caneca de porcelana Chocolatria, com os escritos ""Fresh, Handmade, Love, Chocolatria, since 2004"".",49.0,https://www.goomer.app/webmenu/chocolatria-1/product/10784064/picture/medium/240514200123
Chocolatria,CESTAS E PRESENTES CH ♥ ,Livro autografado por Simone Izumi,"Livro ""Loucuras de Chocolate"", autografado por Simone Izumi. Mencione o nome da dedicatória! <3",115.9,https://www.goomer.app/webmenu/chocolatria-1/product/10782878/picture/medium/250613161058
Chocolatria,CESTAS E PRESENTES CH ♥ ,"Box ""Experiência"" CH [6 itens]","•	1 delicioso pão de tapenade de azeitonas, cebola, alecrim e mix de queijos
•	1 pão de queijo com recheio de requeijão
•	1 dupla dos desejados canudos ao leite
•	1 cookielicious de nozes, chocolate e flor de sal
•	1 fatia de bolo Trovão de brigadeiro
•	1 ""O"" biscoito de queijo
•	1 box Chocolatria tamanho 22x22cm 
•	1 cartãozinho personalizado, impresso com a sua mensagem de carinho.",129.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782882/picture/medium/250206221752
Chocolatria,CESTAS E PRESENTES CH ♥ ,"Cesta ""Especial"" CH [9 itens]","•	1 delicioso pão de tapenade de azeitonas, cebola, alecrim e mix de queijos
•	1 quiche de frango
•	1 ""O"" biscoito de queijo
•	1 pão de mel gift ao leite, recheado com dulce de leche
•	1 dupla dos desejados canudos de paçoca
•	1 cookielicious de nozes, chocolate e flor de sal
•	1 brownielicious
•	1 fatia de bolo Trovão de brigadeiro
•	1 vaso de flores
•	1 cesta de bambu finalizado com celofane e laço de fita 
•	1 cartãozinho personalizado, impresso com a sua mensagem de carinho.",199.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782881/picture/medium/250612160442
Chocolatria,CESTAS E PRESENTES CH ♥ ,"Cesta ""da Alegria"" CH [12 itens]","•1 Pão de azeitona 
•1  Pão de calabresa
•1 Quiche de Frango cremoso com pesto de manjericão
•1  Biscoito de Queijo
•1  Fatia de bolo Trovão de brigadeiro
•1  Brownielicious
•1 Dupla de canudo crocante de paçoca
•1  Bolo Cocolati
•1 Pão de mel  licoroso
•1 Pão de mel recheado com doce de leite
•1 Sakura recheado com caramelo de maracujá e cremoso de coco
•1 Vaso de flor 
•1 Cesta de bambu, finalizada com celofane e laço",299.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782883/picture/medium/250206215027
Chocolatria,CESTAS E PRESENTES CH ♥ ,"Cesta ""dos Sonhos"" CH [14 itens]","•	1 pão de calabresa com cebola caramelada
•	1 pão de tapenade de azeitona, cebola, alecrim e mix de queijos
•	1 empanada de frango e curry
•	1 quiche de frango cremoso e pesto de manjericão
•	1 “O” biscoito de queijo
•	1 delicioso brownielicious
•	1 fatia de bolo Trovão de brigadeiro
•	1 dupla de canudo ao leite
•	1 sakura passion
•	1 cookielicious de chocolate e nozes
•	1 pão de mel recheado com dulce de leche 
•	1 lata de Honeycomb 
•     1 Ecobag
•	1 vaso de flor
•	1 cesta de palha
•	1 cartãozinho",399.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782884/picture/medium/250206214440
Chocolatria,CESTAS E PRESENTES CH ♥ ,"Cesta ""da Vida"" CH [18 itens]","•1 Choripan,
•1 Pão de azeitona,,
•1 Quiche Frango cremoso com pesto de manjericão                 
•1 Empanada de frango com curry
•1 Biscoito de Queijo
•1 Fatia de bolo Trovão de brigadeiro
•1 Brownielicious
•1 Bolo Cocolati
•1 Brioche com recheio de cremoso de coco e doce de leite
•1 Canudo crocante ao leite
•1 canudo de paçoca
•1 Cookielicious
•1 Pão de mel recheado com doce de leite
•1 Sakura recheada com caramelo de maracujá e cremoso de coco
•1 Lata de HoneyComb
•1 Ecobag linda Chocolatria
•1 Livro autografado 
•1 Vaso de flor, 
•1 Recadinho 
•1 Cesta de bambu, finalizada com celofane e laço",599.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782924/picture/medium/250206213358
Chocolatria,CESTAS E PRESENTES CH ♥ ,Monte o seu presente personalizado!,"Você pode escolher a sua seleção preferida de guloseimas Chocolatria para montarmos nas seguintes opções de bases:
- box Chocolatria (R$ 11,00)
- base de cesta Chocolatria M (R$ 22,00)
- base de cesta Chocolatria G (R$ 49,50)

Faça a sua seleção no goomer e nos explique as suas necessidades :)",0.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782877/picture/medium/240508132201
Chocolatria,CESTAS E PRESENTES CH ♥ ,Box para montagem:),Base de caixa acartonada personalizada Chocolatria para você montar o seu kit personalizado! Mencione os produtos selecionados direcionados para o box e o nome do presenteado!,11.0,https://www.goomer.app/webmenu/chocolatria-1/product/10782879/picture/medium/240508132159
Chocolatria,Bebidas quentes,Cafés Especiais UNIQUE,"O nosso café é um café especial Unique que tem notas acima de 80 pontos na escala de pontuação SCA (Associação de Cafés Especiais). São frutos selecionados e que são avaliados na fragrância/aroma, uniformidade, ausência de defeitos, doçura, amargor, acidez, corpo e sabor residual (retrogosto) e harmonia.",0.0,https://www.goomer.app/webmenu/chocolatria-1/product/10546937/picture/medium/240224133906
Chocolatria,Bebidas quentes,Chá quente,,9.9,https://www.goomer.app/webmenu/chocolatria-1/product/2376797/picture/medium/250206205854
Chocolatria,Bebidas quentes,Café espresso,"O nosso café é um café especial Unique que tem notas acima de 80 pontos na escala de pontuação SCA (Associação de Cafés Especiais). São frutos selecionados e que são avaliados na fragrância/aroma, uniformidade, ausência de defeitos, doçura, amargor, acidez, corpo e sabor residual (retrogosto) e harmonia.",10.9,https://www.goomer.app/webmenu/chocolatria-1/product/2376627/picture/medium/250206205904
Chocolatria,Bebidas quentes,Café com leite pequeno,"O nosso café é um café especial Unique que tem notas acima de 80 pontos na escala de pontuação SCA (Associação de Cafés Especiais). São frutos selecionados e que são avaliados na fragrância/aroma, uniformidade, ausência de defeitos, doçura, amargor, acidez, corpo e sabor residual (retrogosto) e harmonia.",10.9,https://www.goomer.app/webmenu/chocolatria-1/product/2376664/picture/medium/250206210204
Chocolatria,Bebidas quentes,Café com leite grande,"O nosso café é um café especial Unique que tem notas acima de 80 pontos na escala de pontuação SCA (Associação de Cafés Especiais). São frutos selecionados e que são avaliados na fragrância/aroma, uniformidade, ausência de defeitos, doçura, amargor, acidez, corpo e sabor residual (retrogosto) e harmonia.",14.9,https://www.goomer.app/webmenu/chocolatria-1/product/2376684/picture/medium/250206210222
Chocolatria,Bebidas quentes,Café coado da casa - sistema Bunn,"O nosso café é um café especial Unique que tem notas acima de 80 pontos na escala de pontuação SCA (Associação de Cafés Especiais). São frutos selecionados e que são avaliados na fragrância/aroma, uniformidade, ausência de defeitos, doçura, amargor, acidez, corpo e sabor residual (retrogosto) e harmonia.",13.9,https://www.goomer.app/webmenu/chocolatria-1/product/10553361/picture/medium/250206210128
Chocolatria,Bebidas quentes,Café espresso longo,"O nosso café é um café especial Unique que tem notas acima de 80 pontos na escala de pontuação SCA (Associação de Cafés Especiais). São frutos selecionados e que são avaliados na fragrância/aroma, uniformidade, ausência de defeitos, doçura, amargor, acidez, corpo e sabor residual (retrogosto) e harmonia.",19.9,https://www.goomer.app/webmenu/chocolatria-1/product/8886100/picture/medium/250206210116
Chocolatria,Bebidas quentes,Duplo espresso,"O nosso café é um café especial Unique que tem notas acima de 80 pontos na escala de pontuação SCA (Associação de Cafés Especiais). São frutos selecionados e que são avaliados na fragrância/aroma, uniformidade, ausência de defeitos, doçura, amargor, acidez, corpo e sabor residual (retrogosto) e harmonia.",19.9,https://www.goomer.app/webmenu/chocolatria-1/product/8886090/picture/medium/250206210116
Chocolatria,Bebidas quentes,Cappuccino,"Chocolate belga ao leite ou amargo, espresso Unique cafés especiais, leite e canela (opcional).",24.9,https://www.goomer.app/webmenu/chocolatria-1/product/2376754/picture/medium/250206210250
Chocolatria,Bebidas quentes,Maya shot,Chocolate quente especial da casa (com especiarias). Servido na xícara P.,22.0,https://www.goomer.app/webmenu/chocolatria-1/product/1377651/picture/medium/250611155509
Chocolatria,Bebidas quentes,Maya shot duplo,"Chocolate quente especial da casa (com especiarias). Servido na xícara tamanho G. Temos a versão congelada de Maya Shot duplo, disposto na caixinha Chocolatria.",34.0,https://www.goomer.app/webmenu/chocolatria-1/product/1377766/picture/medium/250611155523
Chocolatria,Bebidas quentes,Dark shot,Chocolate quente especial da casa (com doçura equilibrada e um toque de sal). Servido na xícara P.,22.0,https://www.goomer.app/webmenu/chocolatria-1/product/1377606/picture/medium/250611155532
Chocolatria,Bebidas quentes,Dark shot duplo,Chocolate quente especial da casa (com doçura equilibrada e um toque de sal). Servido na xícara tamanho G.,34.0,https://www.goomer.app/webmenu/chocolatria-1/product/1377672/picture/medium/250611155545
Chocolatria,Bebidas quentes,Cookie Maya Shot [somente consumo no café],"Chocolate quente especial da casa (com especiarias) servido em copinho crocante de cookie.
Disponível somente para consumo no café.",32.0,https://www.goomer.app/webmenu/chocolatria-1/product/2686389/picture/medium/250611155559
Chocolatria,Bebidas frias,Água,,6.5,https://www.goomer.app/webmenu/chocolatria-1/product/1377497/picture/medium/250116152128
Chocolatria,Bebidas frias,Refrigerante,,10.9,https://www.goomer.app/webmenu/chocolatria-1/product/11515956/picture/medium/250116210029
Chocolatria,Bebidas frias,Baer-Mate,"Bebida mista adoçada gaseificada - Mate,maça e cafeína.",17.9,https://www.goomer.app/webmenu/chocolatria-1/product/1376409/picture/medium/250327125749
Chocolatria,Bebidas frias,Suco mitto,,17.9,https://www.goomer.app/webmenu/chocolatria-1/product/1376514/picture/medium/250116210154
Chocolatria,Bebidas frias,Água de coco - Mitto,,17.9,https://www.goomer.app/webmenu/chocolatria-1/product/7783479/picture/medium/250116210417
Chocolatria,Bebidas frias,Suco de laranja natural,,17.9,https://www.goomer.app/webmenu/chocolatria-1/product/10431559/picture/medium/250116152324
Chocolatria,Bebidas frias,Suco de laranja natural com compota artesanal de morango,Suco de laranja natural com compota artesanal de morango (sem açúcar adicionado)!,19.9,https://www.goomer.app/webmenu/chocolatria-1/product/10444231/picture/medium/250116152324
Chocolatria,Bebidas frias,Orange coffee,"Suco de laranja integral natural, café coado da casa Unique Frutado e água tônica. Doce na medida e refrescante. Opção de água tônica normal ou zero açúcar.",25.0,https://www.goomer.app/webmenu/chocolatria-1/product/11233823/picture/medium/250116152321
Chocolatria,Bebidas frias,Soda italiana de morango,"Compota de morango artesanal (sem adição de açúcar) e água tônica. Refrescante e pouco doce (a água tônica é doce e gaseificada), mas bastante agradável. Opção de água tônica normal ou zero açúcar.",25.0,https://www.goomer.app/webmenu/chocolatria-1/product/11233830/picture/medium/250116152321
Chocolatria,Bebidas frias,Soda italiana de maracujá,Caramelo de maracujá artesanal (leva açúcar) e água tônica. Docinho e cremoso. Opção de água tônica normal ou zero açúcar.,25.0,https://www.goomer.app/webmenu/chocolatria-1/product/11233816/picture/medium/250116152319
Chocolatria,Bebidas frias,Shakelatria Trovão,Frape gelado feito com o famoso brigadeiro da casa.,31.9,https://www.goomer.app/webmenu/chocolatria-1/product/7515126/picture/medium/250116152319
Chocolatria,Bebidas frias,Shakelatria Tiramisú,"Frapê geladinho feito com uma deliciosa mistura de café, finalizado com cremoso de natas a base de queijo, polvilhado com cacau e biscoito champanhe.",31.9,https://www.goomer.app/webmenu/chocolatria-1/product/10443884/picture/medium/250116152316
Chocolatria,Bebidas frias,Ice Ice baby,"Calda a base de leite condensado, extração dupla de espresso e muito gelo",24.9,https://www.goomer.app/webmenu/chocolatria-1/product/11619273/picture/medium/250221205600
Chocolatria,"O ""Sonho de infância"" voltou!!! ❤   - 03/07",Vamos combinar direitinho?:),"- Não teremos a pronta entrega na loja, salvo situações excepcionais. Pedimos para não contar com isso, com o fim de não se frustrar.
 - Tanto para entrega ou retirada, os mesmos deverão ser encomendados por aqui. O frete contempla apenas 1 tentativa de entrega, ok? Caso haja portaria, certifique-se se o mesmo pode receber por você! 
- Por favorzinho, pedimos que lance em sua agenda para não esquecer o dia da sua encomenda. Como a venda é antecipada e todo mundo vive em meio a correria, é possível esquecermos.
- Pedimos a gentileza de compreender a logística dos sonhos.",0.0,https://www.goomer.app/webmenu/chocolatria-1/product/11735775/picture/medium/250403201600
Chocolatria,"O ""Sonho de infância"" voltou!!! ❤   - 03/07",Microlote 4: 03/07/25 (opção de ENTREGA: 12:00-16:00h),"Um clássico da confeitaria brasileira e presente na infância de muitos: sonhos recheados com creme! 
Imagine uma massa beeem fofinha, fartamente recheada com um creme de confeiteiro e finalizada com uma nuvem de açúcar.",24.9,https://www.goomer.app/webmenu/chocolatria-1/product/11515173/picture/medium/250605171856
Chocolatria,"O ""Sonho de infância"" voltou!!! ❤   - 03/07",Microlote 4: 03/07/25 (opção de RETIRADA: 15:00-18:00h),"Um clássico da confeitaria brasileira e presente na infância de muitos: sonhos recheados com creme! 
Imagine uma massa beeem fofinha, fartamente recheada com um creme de confeiteiro e finalizada com uma nuvem de açúcar.",24.9,https://www.goomer.app/webmenu/chocolatria-1/product/11736841/picture/medium/250611195142
Chocolatria,Correios,Trufa Van Halen,Caramelo cremosíssimo envolvido por uma deliciosa trufa de paçoca e coberta com chocolate crocante de amendoim,18.5,https://www.goomer.app/webmenu/chocolatria-1/product/11278474/picture/medium/241018121346
Chocolatria,Correios,Figo,"Design e molde autoral Chocolatria em formato de figo de chocolate , trazendo a harmonização de maior sucesso na Páscoa 2023: Casca chocolate 54% com uma elegante combinação de ganache de raspas de laranja e chá Earl Grey, e figos turcos .",18.9,https://www.goomer.app/webmenu/chocolatria-1/product/11278472/picture/medium/241018121351
Chocolatria,Correios,Cherry Bomb,"Bombom recheado com trufa meio amarga,  ganache licorosa e amarena

Não contém glúten*
Pode conter traços",19.2,https://www.goomer.app/webmenu/chocolatria-1/product/11278477/picture/medium/241018121425
Chocolatria,Correios,Wafer Gianduia,"Gianduia é a combinação clássica de pasta de avelãs com chocolate. Este é um wafer ultra crocante, recheado com pasta de avelãs, coberto por uma casquinha fina de chocolate ao leite belga.",19.0,https://www.goomer.app/webmenu/chocolatria-1/product/11278476/picture/medium/241018121426
Chocolatria,Correios,VIVALAVIDA!,"Base de biscoito amanteigado, recheio de ganache de caramelo, amendoim, chocolate amargo, flor de sal e paçoca. Se você gosta desta combinação, apenas PEÇA!",21.7,https://www.goomer.app/webmenu/chocolatria-1/product/11278475/picture/medium/241018121426
Chocolatria,Correios,Esfera Kids Dragée,"Esfera de acrílico, fartamente recheada com 11 bombons ao leite dragée.
Peso: 100g
Dimensão da esfera: 7,5cm",34.9,https://www.goomer.app/webmenu/chocolatria-1/product/11278478/picture/medium/241018121422
Chocolatria,Correios,Barra Honeycomb Praliné,"Barra ao leite feita com honeycomb (caramelo crocante de mel) e praliné de amêndoas.
Não contém glúten*
 * Pode conter traços",42.0,https://www.goomer.app/webmenu/chocolatria-1/product/11278468/picture/medium/241018121419
Chocolatria,Correios,Barra Amargo & Flor de sal,"Barra de chocolate amargo 54,3% com cristais de flor de sal. Simples, mas arrebatador!
Não contém glúten e lactose*
*Pode conter traços",33.4,https://www.goomer.app/webmenu/chocolatria-1/product/11278469/picture/medium/241018121419
Chocolatria,Correios,Barra Matchá crumble,"Barra linda feita com chocolate de matchá (chá verde), crumble, goji e cranberries.
Não contém glúten*
Pode conter traços",42.0,https://www.goomer.app/webmenu/chocolatria-1/product/11278471/picture/medium/241018121417
Chocolatria,Correios,Honeycomb,"Favos de caramelo de mel crocantes banhados em chocolate belga amargo com toque de flor de sal. Extraordinário!
Não contém glúten*
Pode conter traços",64.9,https://www.goomer.app/webmenu/chocolatria-1/product/11278473/picture/medium/250109143031
Chocolatria,Mimos da loja!,Livro autografado por Simone Izumi,"Livro ""Loucuras de Chocolate"", escrito por Simone Izumi.
Envie o seu nome para dedicatória <3",115.9,https://www.goomer.app/webmenu/chocolatria-1/product/4537825/picture/medium/250613161045
Chocolatria,Mimos da loja!,Mel de terroir professional 1400ml,"Mel 100% natural, produzido nas fazenda itaicá (atibaia) e fazenda bocaina (bragança paulista). Ambas localizadas na serra da bocaina (região bragantina), local de forte presença de matas nativas.",107.0,https://www.goomer.app/webmenu/chocolatria-1/product/1399024/picture/medium/240705142525
Flakes,Dia dos Namorados,Cesta Linha Home,"1 Difusor de Ambientes Pistacchio
1 Sabonete Líquido Pistacchio
1 Creme de Mãos Pistacchio
1 Esfoliante Pistacchio
1 Café Flakes Orfeu
1 Barra Dubai 160g
1 Flakestacchio 
1 Mini Bolo Pistache White
1 Brownie Crocante de Pistache",799.0,https://www.goomer.app/webmenu/flakes/product/11931235/picture/medium/250611210054
Flakes,Dia dos Namorados,Caixa Coração com Rosas,"14 Brigadeiros  de Pistache
6 Trufas de Pistache
2 Brownies Crocante de Pistache
1 Brownie Puro de Pistache
Caixa com 30 Rosas Vermelhas",1200.0,https://www.goomer.app/webmenu/flakes/product/11918432/picture/medium/250611210050
Flakes,Dia dos Namorados,Cesta Café da Manhã,"Surpreenda seu Amor com um Café da manhã especial. Essa cesta de MDF vem com 11 itens: 1 Empadão de Frango com Requeijão individual, 1 Croissant Puro, 1 Mini Bolo Pistache, 1 Mini Bolo de Abacaxi com coco,1 Café Flakes Orfeu 250g, 1 Copo de Café reutilizável, 1 Suco de Morango,1 Pudim, 1 Fatia de Cheesecake San Sebastian com geleia de Frutas Vermelhas, 1 Cartão com Brigadeiro de Pistache, Morangos frescos.",315.0,https://www.goomer.app/webmenu/flakes/product/11918620/picture/medium/250611210050
Flakes,Dia dos Namorados,Fondue Dubai,"1 Coração de chocolate ao leite 70g.
Morangos, Uvas verdes, Brownie de Pistache, Canudos de wafer, Marshmallows e Kataife.
1 Pote com Fondue de Pistache 150g 
1 Pote com Fondue de Chocolate 150g",189.9,https://www.goomer.app/webmenu/flakes/product/11918433/picture/medium/250611210045
Flakes,Dia dos Namorados,Coração Pistache Dubai,"Coração de chocolate ao leite, coberto com chocolate branco com pistache. Recheado com Creme de pistache Flakestacchio + Kataife crocante. Aproximadamente: 650g",299.9,https://www.goomer.app/webmenu/flakes/product/11918430/picture/medium/250611210045
Flakes,Dia dos Namorados,Kit Dubai com Morangos,"1 Barra Dubai 160g 
9 Morangos cobertos com chocolate ao leite e de pistache.",234.9,https://www.goomer.app/webmenu/flakes/product/11918434/picture/medium/250611210042
Flakes,Dia dos Namorados,Kit Dubai,"1 Mini bolo de massa branca com recheio de brigadeiro de Pistache
1 brownie crocante de Pistache
1 Barra Dubai",165.0,https://www.goomer.app/webmenu/flakes/product/11918893/picture/medium/250611210042
Flakes,Dia dos Namorados,Barra Dubai Flakes,A versão da Barra mais desejada da internet disponível a você. “Barra Dubai Flakes” Chocolate Meio Amargo e Chocolate Branco com Pasta pura de Pistache em um molde de Rosas. Recheada com Creme de Pistache Flakestacchio e Kataifi crocante. Aprox. 160g,99.9,https://www.goomer.app/webmenu/flakes/product/11918889/picture/medium/250611210039
Flakes,Dia dos Namorados,Kit Café Carinho,"Surpreenda seu Amor com um Kit de Café da manhã. Essa Kit vem com 5 itens: 1 Empadão de Frango com Requeijão individual, 1 Croissant Puro, 1 Mini Bolo Dueto, 1 Drip Coffee Orfeu, 1 Cartão com Brigadeiro de Pistache.",106.9,https://www.goomer.app/webmenu/flakes/product/11918607/picture/medium/250611210036
Flakes,Dia dos Namorados,Caixa Pistacchio Lover,"5 Trufas de Pistache 
6 Brigadeiros de Pistache
1 Brownie Confeitado de Pistache
1 Brownie Crocante de Pistache
1 Brownie Puro de Pistache",205.0,https://www.goomer.app/webmenu/flakes/product/11918617/picture/medium/250611210036
Flakes,Linha Flakes Home,Difusor de Ambientes Pistacchio,"O Difusor Pistacchio foi desenvolvido para perfurmar o ambiente, trazer a sensação de bem-estar e aconchego!

A estrela desta primeira coleção é o Pistache, que, através de aromas envolventes, traz serenidade, conforto e um toque especial aos seus momentos.

Com notas de saída de Pistache, Chocolate e Amêndoa. Notas de Corpo de Caramelo, Sândalo e Coco. Notas de Fundo de Vanillla, Fava Tonka e Musk.

Retire o lacre que esta na parte interna da tampa rosca e coloque as varetas, deixe-as por 24h e vire as varetas deixando as pontas que estão úmidas para fora.",189.9,https://www.goomer.app/webmenu/flakes/product/11931293/picture/medium/250611211058
Flakes,Linha Flakes Home,Sabonete Líquido Hidratante Pistacchio,"Sabonete líquido Pistacchio garantindo limpeza e hidratação para suas mãos, com Aloe Vera e Glicerina.

A estrela desta primeira coleção é o Pistache, que, através de aromas envolventes, traz serenidade, conforto e um toque especial aos seus momentos.

Com notas de saída de Pistache, Chocolate e Amêndoa. Notas de Corpo de Caramelo, Sândalo e Coco. Notas de Fundo de Vanillla, Fava Tonka e Musk.

Aplique o sabonete líquido sobre a palma da mão, espalhe e massageie até obter espuma. Assim que atingir a limpeza e o frescor esperado enxágue as áreas aplicadas de forma abundante.",139.9,https://www.goomer.app/webmenu/flakes/product/11931300/picture/medium/250611211131
Flakes,Linha Flakes Home,Creme de Mãos Pistacchio,"Creme de Mãos Pistacchio para ter mãos hidratadas e sedosas, com Manteiga de Karite, Ureia, Cera de Abelhas, Extrato de Mel e Glicerina.

A estrela desta primeira coleção é o Pistache, que, através de aromas envolventes, traz serenidade, conforto e um toque especial aos seus momentos.

Com notas de saída de Pistache, Chocolate e Amêndoa. Notas de Corpo de Caramelo, Sândalo e Coco. Notas de Fundo de Vanillla, Fava Tonka e Musk.

Aplique o creme nas mãos quando desejar.",49.9,https://www.goomer.app/webmenu/flakes/product/11931308/picture/medium/250611211237
Flakes,Linha Flakes Home,Esfoliante Corporal Pistacchio,"O esfoliante corporal Pistacchio foi preparado pra tornar seu banho um ritual de bem estar. Ele remove as células mortas auxiliando na renovação celular, proporcionando uma pele lisa e hidratada, com Manteiga de Karite, Ureia, Cera de Abelhas, Extrato de Mel e Glicerina.

A estrela desta primeira coleção é o Pistache, que, através de aromas envolventes, traz serenidade, conforto e um toque especial aos seus momentos. Com notas de saída de Pistache, Chocolate e Amêndoa. Notas de Corpo de Caramelo, Sândalo e Coco. Notas de Fundo de Vanillla, Fava Tonka e Musk. 

Aplique no corpo úmido, fazendo movimentos leves de massagem e logo em seguida, enxágue. Indicação de uso: uma a duas vezes por semana no banho.",139.9,https://www.goomer.app/webmenu/flakes/product/11931318/picture/medium/250611211257
